NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
994,TIGER 미국S&P500레버리지(합성 H),25470,상승30,+0.12%,0,652,2560,0.00,10042,N/A,N/A
995,성보화학,3250,상승20,+0.62%,500,651,20020,0.67,11534,16.17,2.94
996,계양전기,2385,상승5,+0.21%,500,649,27223,2.85,11634,-3.30,-15.77
997,TIGER 인도니프티50,9820,0,0.00%,0,648,6600,0.00,22224,N/A,N/A
998,갤럭시아에스엠,2350,하락60,-2.49%,500,647,27550,2.84,34727,14.07,13.90
999,삼정펄프,25850,하락50,-0.19%,5000,646,2500,3.03,352,-67.49,-0.45
1000,핸즈코퍼레이션,2920,하락5,-0.17%,500,638,21863,0.22,16414,-0.87,-34.18
1001,HANARO e커머스,11595,하락15,-0.13%,0,638,5500,0.00,300,N/A,N/A
1002,유한양행우,54000,하락100,-0.18%,1000,638,1181,0.00,21,44.15,N/A
1003,국보,599,하락5,-0.83%,500,636,106179,2.25,49024,-1.91,-64.68
1004,모나미,3365,하락40,-1.17%,1000,636,18897,2.77,11259,20.27,3.05
1005,화천기계,2865,상승5,+0.17%,500,630,22000,8.18,21161,17.69,2.80
1006,ARIRANG 미국S&P500(H),17465,상승35,+0.20%,0,629,3600,0.13,2031,N/A,N/A
1007,TIGER 미국필라델피아반도체레버리지(합성),9690,하락55,-0.56%,0,627,6470,0.47,10415,N/A,N/A
1008,GS우,35100,0,0.00%,5000,626,1785,9.35,369,1.55,N/A
1009,대신 S&P 인버스 2X 천연가스 선물 ETN,62350,상승6160,+10.96%,0,624,1000,0.00,321,N/A,N/A
1010,KR모터스,648,하락18,-2.70%,500,623,96138,45.35,419095,-9.39,-19.06
1011,KODEX 차이나H레버리지(H),2190,하락10,-0.45%,0,618,28200,0.08,57202,N/A,N/A
1012,전방,36700,하락150,-0.41%,5000,617,1680,0.39,269,0.91,38.04
1013,TIGER 차이나HSCEI,9630,상승5,+0.05%,0,616,6400,0.68,243,N/A,N/A
1014,미래에셋 전기전자 Core5 ETN,30565,0,0.00%,0,611,2000,0.00,0,N/A,N/A
1015,아센디오,721,상승11,+1.55%,500,610,84591,0.00,47620,-3.45,-43.42
1016,유엔젤,4580,하락55,-1.19%,500,604,13195,6.60,29153,27.43,4.16
1017,동양피스톤,4580,하락80,-1.72%,500,603,13168,1.40,20237,23.13,2.25
1018,KODEX 미국달러선물인버스2X,6685,하락25,-0.37%,0,597,8930,0.01,273599,N/A,N/A
1019,HANARO 글로벌럭셔리S&P(합성),19740,상승55,+0.28%,0,594,3010,0.24,4101,N/A,N/A
1020,더메디팜,699,하락11,-1.55%,500,592,84705,0.78,1627412,-1.37,-45.33
1021,KB Wise 분할매매 ETN,9865,0,0.00%,0,592,6000,0.00,0,N/A,N/A
1022,KBSTAR 중기우량회사채,104330,하락15,-0.01%,0,592,567,0.00,2,N/A,N/A
1023,ACE 미국고배당S&P,10745,상승10,+0.09%,0,591,5500,0.03,3616,N/A,N/A
1024,SJM,3785,0,0.00%,500,591,15605,12.28,20601,11.98,2.81
1025,TIMEFOLIO Kstock액티브,9045,상승10,+0.11%,0,588,6500,0.00,89,N/A,N/A
1026,영화금속,1100,하락6,-0.54%,500,587,53395,1.24,36113,122.22,0.76
1027,KBSTAR Fn컨택트대표,8510,하락25,-0.29%,0,587,6900,0.00,211,N/A,N/A
1028,SG글로벌,1295,하락23,-1.75%,500,582,44964,1.72,19518,-23.98,-2.00
1029,미래에셋증권우,4115,하락25,-0.60%,5000,579,14076,0.49,772,4.96,N/A
1030,IHQ,239,0,0.00%,500,579,242296,3.21,0,-0.40,-114.46
1031,대신 인버스 천연가스 선물 ETN(H),7195,상승315,+4.58%,0,576,8000,0.00,1843,N/A,N/A
1032,TIGER 차이나바이오테크SOLACTIVE,7925,상승55,+0.70%,0,574,7240,0.47,4761,N/A,N/A
1033,대림B&Co,3440,0,0.00%,1000,574,16672,1.55,5733,-71.67,-0.51
1034,MH에탄올,7740,하락190,-2.40%,500,571,7379,0.20,79528,11.45,7.71
1035,TIGER 유로스탁스50(합성 H),15395,상승100,+0.65%,0,570,3700,0.14,2580,N/A,N/A
1036,부국증권우,18920,0,0.00%,5000,568,3000,12.38,302,5.98,N/A
1037,KBSTAR 금융채액티브,101680,하락30,-0.03%,0,567,558,0.00,12,N/A,N/A
1038,QV 코스닥 150 ETN,14160,하락155,-1.08%,0,566,4000,0.00,2,N/A,N/A
1039,TIGER 코스닥150 레버리지,12685,하락385,-2.95%,0,564,4450,4.50,23592,N/A,N/A
1040,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),22540,상승65,+0.29%,0,564,2500,0.00,3,N/A,N/A
1041,KODEX 건설,3740,상승5,+0.13%,0,561,15000,1.34,187924,N/A,N/A
1042,화인베스틸,1871,하락31,-1.63%,500,557,29782,1.69,17710,-21.51,-3.30
1043,우신시스템,3025,하락115,-3.66%,500,554,18314,2.28,66612,20.03,3.11
1044,키움 미국달러선물 ETN,11080,0,0.00%,0,554,5000,0.00,0,N/A,N/A
1045,진양폴리,5520,하락50,-0.90%,500,552,10000,0.25,133348,15.82,11.61
1046,히어로즈 종합채권(AA-이상)액티브,99955,0,0.00%,0,550,550,0.00,0,N/A,N/A
1047,현대건설우,52000,하락100,-0.19%,5000,548,1055,4.94,1109,14.30,N/A
1048,세원이앤씨,254,0,0.00%,500,548,215901,5.00,0,-0.51,-51.17
1049,한국전자홀딩스,1170,하락14,-1.18%,500,548,46803,4.18,37830,3.38,12.01
1050,KBSTAR 대형고배당10TR,15410,하락85,-0.55%,0,547,3550,0.00,34,N/A,N/A
1051,TIGER 코스닥150선물인버스,4075,상승60,+1.49%,0,546,13400,0.27,206367,N/A,N/A
1052,평화홀딩스,3715,상승90,+2.48%,500,543,14625,15.50,19078,-3.87,-14.93
1053,원림,23600,상승300,+1.29%,5000,542,2298,2.38,3252,7.53,6.53
1054,ACE 미국30년국채액티브(H),9830,상승5,+0.05%,0,541,5500,0.00,87612,N/A,N/A
1055,선도전기,3000,0,0.00%,500,540,18000,5.49,0,-2.71,-28.99
1056,KB 인버스 천연가스 선물 ETN,11980,상승585,+5.13%,0,539,4500,0.00,8909,N/A,N/A
1057,TIGER KEDI혁신기업ESG30,10445,하락55,-0.52%,0,538,5150,4.56,8943,N/A,N/A
1058,롯데칠성우,69300,0,0.00%,500,537,775,7.48,57,5.43,N/A
1059,KODEX Fn성장,14520,하락95,-0.65%,0,537,3700,0.00,8720,N/A,N/A
1060,KODEX 200미국채혼합,12410,0,0.00%,0,536,4320,0.32,2167,N/A,N/A
1061,진양화학,3355,하락50,-1.47%,500,530,15800,0.75,19571,-41.94,-3.70
1062,대림통상,3480,하락45,-1.28%,1000,530,15225,0.78,4487,13.98,4.87
1063,HANARO 32-10 국고채액티브,52870,하락180,-0.34%,0,529,1000,0.11,2693,N/A,N/A
1064,미래에셋 레버리지 코스피200 선물 ETN,26170,하락345,-1.30%,0,523,2000,0.00,8204,N/A,N/A
1065,KODEX 미국달러SOFR금리액티브(합성),10240,상승20,+0.20%,0,522,5100,0.00,33315,N/A,N/A
1066,TIGER 미국나스닥100커버드콜(합성),10035,상승35,+0.35%,0,522,5200,0.45,17070,N/A,N/A
1067,동일제강,2560,하락25,-0.97%,500,520,20300,2.76,26675,15.52,2.15
1068,TRUE 인버스 2X 나스닥 100 ETN,1725,0,0.00%,0,518,30000,0.04,51814,N/A,N/A
1069,키움 코스피 200 ETN,10335,0,0.00%,0,517,5000,0.00,0,N/A,N/A
1070,KODEX WTI원유선물인버스(H),4760,상승90,+1.93%,0,515,10825,1.16,258071,N/A,N/A
1071,DL이앤씨2우(전환),24350,상승100,+0.41%,5000,514,2112,5.34,540,2.53,N/A
1072,DL우,30250,0,0.00%,5000,510,1686,6.85,232,11.29,N/A
1073,ARIRANG ESG가치주액티브,8130,0,0.00%,0,508,6250,0.00,0,N/A,N/A
1074,KODEX 헬스케어,12270,하락70,-0.57%,0,503,4100,0.00,25368,N/A,N/A
1075,KODEX 차이나H,16750,하락50,-0.30%,0,502,3000,27.28,594,N/A,N/A
1076,남양유업우,299500,상승2000,+0.67%,5000,499,167,51.56,1,-3.39,N/A
1077,HANARO Fn K-뉴딜디지털플러스,9820,0,0.00%,0,496,5050,0.00,660,N/A,N/A
1078,페이퍼코리아,1037,하락4,-0.38%,500,493,47567,0.69,16330,-25.93,-3.42
1079,미래아이앤지,350,0,0.00%,100,488,139418,3.17,0,-15.22,N/A
1080,SJM홀딩스,3265,하락20,-0.61%,500,488,14934,5.69,10011,28.39,1.15
1081,세기상사,8770,하락80,-0.90%,500,488,5559,1.71,4905,-33.09,-5.63
1082,케이탑리츠,1011,하락6,-0.59%,1000,486,48061,15.06,18658,4.84,11.11
1083,QV 레버리지 S&P500 ETN,24165,상승95,+0.39%,0,483,2000,0.00,2,N/A,N/A
1084,KODEX K-신재생에너지액티브,14810,하락190,-1.27%,0,481,3250,2.65,19840,N/A,N/A
1085,키움 코스닥 150 ETN,12000,0,0.00%,0,480,4000,0.00,0,N/A,N/A
1086,TIGER 테슬라채권혼합Fn,10100,하락225,-2.18%,0,480,4750,0.00,123075,N/A,N/A
1087,TIGER 글로벌BBIG액티브,10275,상승5,+0.05%,0,479,4660,0.00,1800,N/A,N/A
1088,청호ICT,2490,0,0.00%,500,477,19162,1.51,0,-9.69,-20.57
1089,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,19050,상승730,+3.98%,0,476,2500,0.00,34126,N/A,N/A
1090,우진아이엔에스,6230,하락30,-0.48%,500,475,7622,2.11,1498,-14.29,-3.49
1091,삼성 코스닥 150 ETN,9450,하락115,-1.20%,0,472,5000,0.00,2,N/A,N/A
1092,KODEX 코스피TR,12430,하락20,-0.16%,0,472,3800,0.00,408,N/A,N/A
1093,TIGER 인버스,5110,상승10,+0.20%,0,470,9200,7.54,121246,N/A,N/A
1094,TIGER 글로벌클라우드컴퓨팅INDXX,8345,하락20,-0.24%,0,464,5560,0.86,440,N/A,N/A
1095,ACE 글로벌반도체TOP4 Plus SOLACTIVE,12360,하락85,-0.68%,0,464,3750,0.00,6808,N/A,N/A
1096,ACE 인도네시아MSCI(합성),11240,하락30,-0.27%,0,461,4100,0.01,2088,N/A,N/A
1097,KODEX 아시아달러채권SRI플러스액티브,51050,0,0.00%,0,459,900,0.00,102,N/A,N/A
1098,KODEX K-로봇액티브,12760,하락120,-0.93%,0,459,3600,0.00,109097,N/A,N/A
1099,KODEX 차이나과창판STAR50(합성),8985,상승85,+0.96%,0,458,5100,0.00,118,N/A,N/A
1100,ACE 단기채권알파액티브,102465,상승10,+0.01%,0,458,447,0.00,56,N/A,N/A
1101,에셋플러스 글로벌플랫폼액티브,6085,하락35,-0.57%,0,456,7500,0.14,1291,N/A,N/A
1102,호텔신라우,60500,하락600,-0.98%,5000,455,752,2.03,672,-48.25,N/A
1103,바다로19호,2970,0,0.00%,5000,451,15200,0.91,7453,3.99,24.64
1104,KODEX 미국S&P500배당귀족커버드콜(합성 H),9200,상승30,+0.33%,0,451,4900,0.23,10172,N/A,N/A
1105,태원물산,5920,하락20,-0.34%,500,450,7600,2.44,3872,-33.07,-4.47
1106,TIGER 레버리지,15970,하락55,-0.34%,0,447,2800,5.19,5548,N/A,N/A
1107,SOL 미국S&P500,11450,상승35,+0.31%,0,447,3900,0.05,10100,N/A,N/A
1108,SOL 국고채10년,104390,하락330,-0.32%,0,446,427,0.23,1279,N/A,N/A
1109,WISCOM,2900,상승30,+1.05%,500,444,15326,1.08,8351,-5.99,-6.38
1110,삼성 레버리지 은 선물 ETN(H),14795,상승470,+3.28%,0,444,3000,0.00,1127,N/A,N/A
1111,미래에셋 인버스 2X 원유선물혼합 ETN(H),17620,상승670,+3.95%,0,440,2500,0.00,5587,N/A,N/A
1112,동원금속,940,하락6,-0.63%,500,439,46755,3.28,73948,2.22,48.51
1113,DL이앤씨우,20400,하락200,-0.97%,5000,431,2114,5.32,639,2.12,N/A
1114,파워 200,34325,하락20,-0.06%,0,429,1250,0.00,5,N/A,N/A
1115,TRUE 코스피 200 ETN,8530,하락30,-0.35%,0,426,5000,0.00,2,N/A,N/A
1116,삼성 코스피 200 ETN,8515,하락55,-0.64%,0,426,5000,0.00,2,N/A,N/A
1117,세우글로벌,1481,하락31,-2.05%,500,425,28705,4.15,114117,27.94,3.39
1118,주연테크,717,상승14,+1.99%,200,424,59199,2.50,135243,-7.55,-12.91
1119,삼성 미국 대형 성장주 ETN,21215,0,0.00%,0,424,2000,0.00,0,N/A,N/A
1120,에넥스,705,상승1,+0.14%,500,423,59992,0.98,23525,-1.80,-42.38
1121,동양고속,14560,0,0.00%,5000,422,2896,0.32,310,-3.30,-16.07
1122,유화증권우,2400,0,0.00%,1000,419,17476,0.00,0,42.11,N/A
1123,SOL KIS단기통안채,103295,상승40,+0.04%,0,419,406,0.00,1,N/A,N/A
1124,TIGER 퓨처모빌리티액티브,10985,하락125,-1.13%,0,419,3810,0.32,1956,N/A,N/A
1125,신한 레버리지 금 선물 ETN,20885,하락30,-0.14%,0,418,2000,0.00,346,N/A,N/A
1126,한국주강,3690,하락170,-4.40%,500,417,11309,3.65,70324,24.28,5.95
1127,TIGER 미국나스닥바이오,20625,상승170,+0.83%,0,417,2020,0.00,3488,N/A,N/A
1128,참엔지니어링,703,하락4,-0.57%,500,414,58867,2.74,125304,-19.53,-2.71
1129,미래에셋 원자재 선물 ETN(H),13790,0,0.00%,0,414,3000,0.00,0,N/A,N/A
1130,비비안,1387,하락28,-1.98%,500,413,29794,1.94,38135,-5.14,-8.06
1131,ACE 삼성그룹섹터가중,15890,하락10,-0.06%,0,413,2600,0.02,28,N/A,N/A
1132,윌비스,612,하락5,-0.81%,1000,411,67236,3.38,23045,-4.40,-9.03
1133,KOSEF 통안채1년,102805,0,0.00%,0,411,400,0.00,0,N/A,N/A
1134,형지엘리트,1317,상승92,+7.51%,500,410,31155,0.86,2248033,6.07,12.63
1135,KODEX 증권,6415,상승10,+0.16%,0,407,6350,0.46,17265,N/A,N/A
1136,TBH글로벌,1953,하락32,-1.61%,500,407,20857,4.30,25715,8.28,N/A
1137,TIGER KRX인터넷K-뉴딜,4175,상승5,+0.12%,0,405,9700,0.01,6517,N/A,N/A
1138,KODEX 미국달러선물인버스,8570,하락15,-0.17%,0,399,4660,0.35,22059,N/A,N/A
1139,TIGER 미국나스닥100TR(H),10940,상승20,+0.18%,0,399,3650,1.19,5878,N/A,N/A
1140,경인전자,25250,하락850,-3.26%,5000,397,1571,11.35,11753,14.65,4.38
1141,동원수산,8520,하락150,-1.73%,5000,396,4654,4.57,22072,6.42,10.36
1142,SHD,32600,하락1000,-2.98%,5000,396,1215,1.04,5662,3.66,23.51
1143,SK디스커버리우,29100,0,0.00%,5000,395,1358,0.93,230,1.39,N/A
1144,진도,3100,하락30,-0.96%,500,386,12448,2.66,32078,8.45,4.46
1145,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,12850,상승25,+0.19%,0,386,3000,0.00,1114,N/A,N/A
1146,TRUE 코스피 양매도 3% OTM ETN,7685,0,0.00%,0,384,5000,0.00,0,N/A,N/A
1147,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,19100,상승785,+4.29%,0,382,2000,0.00,28670,N/A,N/A
1148,KODEX 철강,10050,하락30,-0.30%,0,380,3780,0.15,17125,N/A,N/A
1149,KB 레버리지 S&P 500 선물 ETN(H),9460,하락25,-0.26%,0,378,4000,0.00,102,N/A,N/A
1150,KODEX 차이나심천ChiNext(합성),10890,상승55,+0.51%,0,377,3459,1.51,952,N/A,N/A
1151,SUN&L,2980,상승5,+0.17%,1000,376,12608,0.50,1229,-2.06,-11.08
1152,KBSTAR 게임테마,11130,하락170,-1.50%,0,373,3350,0.08,2240,N/A,N/A
1153,삼성 미국 대형 성장주 ETN(H),18485,0,0.00%,0,370,2000,0.00,0,N/A,N/A
1154,대신 레버리지 코스닥 150 선물 ETN,36940,0,0.00%,0,369,1000,0.00,0,N/A,N/A
1155,SOL 200 Top10,8585,하락70,-0.81%,0,369,4300,2.12,44,N/A,N/A
1156,세방우,9990,상승40,+0.40%,500,369,3689,12.04,374,2.18,N/A
1157,한화갤러리아우,12680,상승80,+0.63%,500,368,2904,2.67,95277,N/A,N/A
1158,두산퓨얼셀2우B,12270,하락40,-0.32%,100,366,2986,0.31,180,261.06,N/A
1159,카프로,916,하락60,-6.15%,500,366,40000,3.09,1025334,-0.20,-244.03
1160,삼성 미국 대형 가치주 ETN,18300,0,0.00%,0,366,2000,0.00,0,N/A,N/A
1161,신한 레버리지 S&P500 선물 ETN,18270,상승80,+0.44%,0,365,2000,0.00,144,N/A,N/A
1162,제이준코스메틱,8110,하락110,-1.34%,500,364,4485,0.64,6174,-1.44,-42.29
1163,KODEX 미국달러선물레버리지,12675,상승25,+0.20%,0,362,2860,0.00,32484,N/A,N/A
1164,신한 구리 선물 ETN(H),17995,0,0.00%,0,360,2000,0.00,0,N/A,N/A
1165,TRUE 레버리지 코스닥 150 선물 ETN,35970,하락1025,-2.77%,0,360,1000,0.00,1903,N/A,N/A
1166,삼성 레버리지 China A50 선물 ETN(H),35920,0,0.00%,0,359,1000,0.00,0,N/A,N/A
1167,하나 레버리지 코스닥150 선물 ETN,35920,하락1365,-3.66%,0,359,1000,0.00,11188,N/A,N/A
1168,삼성 레버리지 나스닥 100 ETN(H),8945,상승30,+0.34%,0,358,4000,0.00,248,N/A,N/A
1169,KODEX IT,17860,하락85,-0.47%,0,357,2000,0.00,469,N/A,N/A
1170,삼성 레버리지 코스닥150 선물 ETN,35690,하락1170,-3.17%,0,357,1000,0.00,4774,N/A,N/A
1171,삼화전자,2945,하락65,-2.16%,1000,356,12103,4.48,9422,-5.33,-45.31
1172,부산주공,486,0,0.00%,500,354,72929,4.72,0,-4.08,-35.10
1173,KODEX KRX기후변화솔루션,12630,하락75,-0.59%,0,354,2800,0.00,363,N/A,N/A
1174,신풍,1011,상승3,+0.30%,500,353,34959,0.87,16405,-4.68,-8.89
1175,대교우B,1804,하락1,-0.06%,500,350,19427,2.93,5786,-1.40,N/A
1176,KOSEF 미국달러선물,14300,상승25,+0.18%,0,349,2440,0.37,119,N/A,N/A
1177,KODEX 미국배당프리미엄액티브,10255,상승25,+0.24%,0,349,3400,0.22,20669,N/A,N/A
1178,TIGER 탄소효율그린뉴딜,8490,하락20,-0.24%,0,348,4100,0.03,1493,N/A,N/A
1179,KB 천연가스 선물 ETN(H),6950,하락365,-4.99%,0,348,5000,0.00,43883,N/A,N/A
1180,유안타증권우,2655,하락5,-0.19%,5000,343,12912,0.37,610,12.52,N/A
1181,QV S&P500 버퍼10% 9월 ETN,11425,0,0.00%,0,343,3000,0.00,0,N/A,N/A
1182,TIGER 차이나클린에너지SOLACTIVE,8285,0,0.00%,0,341,4120,0.57,1271,N/A,N/A
1183,QV 코스피 200 ETN,34020,하락280,-0.82%,0,340,1000,0.00,2,N/A,N/A
1184,TIGER 미국S&P500배당귀족,10460,상승50,+0.48%,0,340,3250,2.04,11163,N/A,N/A
1185,대신 인버스 2X 알루미늄 선물 ETN(H),33930,0,0.00%,0,339,1000,0.00,0,N/A,N/A
1186,성문전자,1739,하락15,-0.86%,500,339,19487,1.60,12815,17.05,6.56
1187,하나 레버리지 콩 선물 ETN(H),33860,0,0.00%,0,339,1000,0.00,0,N/A,N/A
1188,대신343 K200,33835,하락265,-0.78%,0,338,1000,0.00,10,N/A,N/A
1189,QV S&P500 VIX S/T 선물 ETN D,16905,상승110,+0.65%,0,338,2000,0.00,1,N/A,N/A
1190,삼성 블룸버그 레버리지 WTI원유 선물 ETN,13490,하락550,-3.92%,0,337,2500,0.00,428,N/A,N/A
1191,삼성 레버리지 금 선물 ETN(H),33705,상승185,+0.55%,0,337,1000,0.00,582,N/A,N/A
1192,QV 블룸버그 -2X 천연가스 선물 ETN(H),67360,상승6445,+10.58%,0,337,500,0.00,18,N/A,N/A
1193,HANARO 200선물레버리지,18115,하락90,-0.49%,0,335,1850,0.00,25,N/A,N/A
1194,한성기업,5350,하락50,-0.93%,5000,332,6210,2.44,9778,23.46,2.92
1195,HANARO 단기채권액티브,102885,0,0.00%,0,331,322,0.00,0,N/A,N/A
1196,KODEX 유럽탄소배출권선물ICE(H),14430,하락55,-0.38%,0,330,2290,1.13,3600,N/A,N/A
1197,BYC우,152900,상승1300,+0.86%,5000,329,215,0.00,3,3.64,N/A
1198,KB 레버리지 나스닥 100 ETN,10935,상승70,+0.64%,0,328,3000,0.00,159,N/A,N/A
1199,KODEX 미디어&엔터테인먼트,13600,하락130,-0.95%,0,326,2400,0.00,5715,N/A,N/A
1200,KOSEF 국고채3년,108665,하락90,-0.08%,0,326,300,0.02,4,N/A,N/A
1201,모두투어리츠,4150,하락190,-4.38%,5000,325,7827,0.28,20668,3.09,N/A
1202,신한 레버리지 다우존스지수 선물 ETN(H),32350,하락85,-0.26%,0,324,1000,0.00,1,N/A,N/A
1203,KODEX 200ESG,12420,하락80,-0.64%,0,323,2600,0.00,110,N/A,N/A
1204,미래에셋 중국 심천 100 ETN,16130,하락60,-0.37%,0,323,2000,0.00,2,N/A,N/A
1205,롯데지주우,40000,0,0.00%,200,322,806,0.34,7,24.78,N/A
1206,대한항공우,28900,상승150,+0.52%,5000,321,1111,1.22,657,6.02,N/A
1207,삼성 미국 대형 가치주 ETN(H),16010,0,0.00%,0,320,2000,0.00,0,N/A,N/A
1208,TIGER 미국나스닥100레버리지(합성),9400,상승65,+0.70%,0,320,3400,1.10,43416,N/A,N/A
1209,KOSEF 릭소글로벌퓨처모빌리티MSCI,9400,0,0.00%,0,320,3400,0.00,43,N/A,N/A
1210,삼성 China A50 선물 ETN(H),15945,0,0.00%,0,319,2000,0.00,0,N/A,N/A
1211,미래에셋 에너지화학 Core5 ETN,15920,0,0.00%,0,318,2000,0.00,0,N/A,N/A
1212,KODEX 차이나A50,19705,하락120,-0.61%,0,315,1600,0.00,71,N/A,N/A
1213,이스타코,735,하락1,-0.14%,500,315,42852,1.09,11260,-6.28,-10.50
1214,금호전기,951,하락4,-0.42%,500,315,33113,1.49,28050,-1.38,-61.11
1215,HANARO Fn전기&수소차,9995,하락30,-0.30%,0,315,3150,0.00,3345,N/A,N/A
1216,TIGER 리츠부동산인프라채권TR KIS,4785,상승10,+0.21%,0,313,6550,0.00,496,N/A,N/A
1217,TIGER 원유선물Enhanced(H),4350,하락85,-1.92%,0,313,7200,0.19,36374,N/A,N/A
1218,TIGER 200 헬스케어,16975,상승25,+0.15%,0,312,1840,0.05,5673,N/A,N/A
1219,TIGER S&P글로벌헬스케어(합성),20505,상승25,+0.12%,0,312,1520,0.00,550,N/A,N/A
1220,메리츠 3X 레버리지 국채30년 ETN,51900,하락775,-1.47%,0,311,600,1.19,3889,N/A,N/A
1221,TIGER KRX기후변화솔루션,12700,하락70,-0.55%,0,311,2450,0.00,1215,N/A,N/A
1222,미래에셋 레버리지 옥수수 선물 ETN,30920,0,0.00%,0,309,1000,0.00,0,N/A,N/A
1223,KBSTAR 국채선물5년추종인버스,54035,상승80,+0.15%,0,308,570,0.00,1,N/A,N/A
1224,TIGER 골드선물(H),13935,상승35,+0.25%,0,307,2200,0.26,9312,N/A,N/A
1225,TIGER 삼성그룹펀더멘털,11125,0,0.00%,0,305,2740,0.08,6,N/A,N/A
1226,TIGER Fn신재생에너지,10860,하락85,-0.78%,0,304,2800,0.21,15676,N/A,N/A
1227,KBSTAR 중장기국공채액티브,101540,상승90,+0.09%,0,304,299,0.00,1,N/A,N/A
1228,KBSTAR 국고채3년선물인버스,105415,상승100,+0.09%,0,304,288,0.00,1,N/A,N/A
1229,TIGER 200IT레버리지,37880,하락405,-1.06%,0,303,800,0.00,2578,N/A,N/A
1230,한솔PNS,1476,하락14,-0.94%,500,302,20493,1.77,25876,16.04,4.02
1231,삼성 인버스 2X 나스닥 100 ETN(H),6000,하락25,-0.41%,0,300,5000,0.00,18192,N/A,N/A
1232,신한 금 선물 ETN(H),14930,상승40,+0.27%,0,299,2000,0.00,14418,N/A,N/A
1233,ACE 200TR,21250,하락20,-0.09%,0,298,1400,100.00,54,N/A,N/A
1234,ARIRANG 미국장기우량회사채,88485,상승5,+0.01%,0,296,335,0.00,28,N/A,N/A
1235,삼성 KRX 금현물 ETN,14805,상승15,+0.10%,0,296,2000,0.00,2,N/A,N/A
1236,KBSTAR 내수주플러스,8265,하락25,-0.30%,0,294,3560,0.00,9,N/A,N/A
1237,TIGER 미국달러선물인버스2X,6655,하락30,-0.45%,0,293,4400,0.00,7535,N/A,N/A
1238,KODEX K-미래차액티브,10085,하락120,-1.18%,0,292,2900,0.18,1668,N/A,N/A
1239,SOL 미국S&P500ESG,10780,상승5,+0.05%,0,291,2700,0.00,1032,N/A,N/A
1240,미래에셋 인버스 2X 코스피200 선물 ETN,14535,상승75,+0.52%,0,291,2000,0.00,19200,N/A,N/A
1241,KBSTAR 배터리 리사이클링iSelect,16180,하락195,-1.19%,0,288,1780,0.21,16549,N/A,N/A
1242,KODEX KRX300,15995,하락60,-0.37%,0,288,1800,0.06,11,N/A,N/A
1243,KODEX 미국채10년선물,11510,상승10,+0.09%,0,288,2500,0.50,3931,N/A,N/A
1244,신한 콩 선물 ETN(H),14380,0,0.00%,0,288,2000,0.00,0,N/A,N/A
1245,미래에셋 원유선물혼합 ETN(H),28395,0,0.00%,0,284,1000,0.00,0,N/A,N/A
1246,신한 레버리지 미국달러 선물 ETN,14180,상승140,+1.00%,0,284,2000,0.00,1,N/A,N/A
1247,녹십자홀딩스2우,33450,상승450,+1.36%,500,283,846,0.06,14,50.45,N/A
1248,KODEX 200IT TR,11750,하락55,-0.47%,0,282,2400,0.01,11,N/A,N/A
1249,체시스,881,하락7,-0.79%,500,282,32000,0.74,14424,-5.01,-15.16
1250,KODEX 고배당,9650,하락20,-0.21%,0,280,2900,0.23,749,N/A,N/A
1251,코오롱모빌리티그룹우,11390,하락50,-0.44%,500,280,2456,0.27,1118,N/A,N/A
1252,ARIRANG K방산Fn,12145,상승360,+3.05%,0,279,2300,0.04,131860,N/A,N/A
1253,TIGER 200TR,18540,하락10,-0.05%,0,278,1500,0.01,2508,N/A,N/A
1254,ACE 국고채3년,102940,하락125,-0.12%,0,278,270,0.00,3,N/A,N/A
1255,KODEX 미국S&P500에너지(합성),13330,하락30,-0.22%,0,278,2084,0.03,4627,N/A,N/A
1256,KODEX 200롱코스닥150숏선물,8930,상승115,+1.30%,0,277,3100,0.03,17268,N/A,N/A
1257,하나 레버리지 옥수수 선물 ETN(H),27465,0,0.00%,0,275,1000,0.00,0,N/A,N/A
1258,신한 은 선물 ETN(H),13720,상승210,+1.55%,0,274,2000,0.00,121,N/A,N/A
1259,KODEX 탄소효율그린뉴딜,8525,0,0.00%,0,273,3200,0.00,1,N/A,N/A
1260,한국ANKOR유전,389,하락2,-0.51%,0,272,70020,0.00,15147555,N/A,N/A
1261,SOL 글로벌탄소배출권선물IHS(합성),13615,0,0.00%,0,272,2000,0.14,1937,N/A,N/A
1262,ACE 미국친환경그린테마INDXX,10025,하락70,-0.69%,0,271,2700,0.00,158,N/A,N/A
1263,TRUE 블룸버그 레버리지 WTI원유 선물 ETN,13505,하락555,-3.95%,0,270,2000,0.00,12,N/A,N/A
1264,ARIRANG 미국나스닥테크,21510,하락20,-0.09%,0,269,1250,0.00,306,N/A,N/A
1265,하나 Solactive 2X US Tech Top 10 ETN(H),26780,0,0.00%,0,268,1000,0.00,0,N/A,N/A
1266,KODEX S&P글로벌인프라(합성),14755,상승175,+1.20%,0,265,1796,0.00,4029,N/A,N/A
1267,KBSTAR 200선물인버스2X,2615,상승5,+0.19%,0,264,10100,1.25,40281,N/A,N/A
